OBJECTID,Sub_Basin_,C_Factor,Time_of_Co,Major_Wate,Calculated,Verified_B,Comments,created_us,created_da,last_edite,last_edi_1,Shape_Leng,Shape_Area
36,E151731,0.900000000000000,2.700000000000000,08,0.015846700000000,Clark Nexsen,,SW,,,,110.601592668685129,688.987115120833550
37,E151773,0.900000000000000,0.900000000000000,08,0.022973370000000,Clark Nexsen,,SW,,,,124.874842750036990,998.842363860148225
38,E151772,0.900000000000000,2.300000000000000,08,0.020170590000000,Clark Nexsen,,SW,,,,118.799283427797334,876.982551656692181
39,E151771,0.900000000000000,2.400000000000000,08,0.021605600000000,Clark Nexsen,,SW,,,,122.694631494331631,939.374147513310959
40,E151770,0.900000000000000,2.500000000000000,08,0.136405800000000,Clark Nexsen,,SW,,,,364.244910801727542,5930.687248244881630
41,E151736,0.900000000000000,4.700000000000000,08,0.557378320000000,Clark Nexsen,,SW,,,,1188.705010537946691,24233.840129794454697
42,E151655,0.900000000000000,6.000000000000000,08,0.555691580000000,Clark Nexsen,,SW,,,,841.833826415615249,24160.503830645695416
43,E151769,0.900000000000000,1.800000000000000,08,0.066260440000000,Clark Nexsen,,SW,,,,241.190966161444322,2880.888889895181364
44,E151768,0.900000000000000,2.600000000000000,08,0.021376590000000,Clark Nexsen,,SW,,,,122.011296947656987,929.417379806948816
45,E151767,0.900000000000000,2.100000000000000,08,0.066933520000000,Clark Nexsen,,SW,,,,256.716809248747154,2910.153468644310124
46,E151696,0.900000000000000,4.200000000000000,08,0.474724680000000,Clark Nexsen,,SW,,,,726.533681895359450,20640.203813682088366
